node_id,annotator_id,label,confidence,annotated_at
phone_00115,A2,0,0.30,2026-07-30T12:09:36+07:00
social_account_00630,A2,0,0.40,2026-07-30T12:09:36+07:00
social_account_00229,A2,0,0.50,2026-07-30T12:09:36+07:00
domain_00394,A2,0,0.50,2026-07-30T12:09:36+07:00
social_account_00084,A2,1,0.60,2026-07-30T12:09:36+07:00
social_account_00738,A2,0,0.40,2026-07-30T12:09:36+07:00
social_account_01414,A2,1,0.90,2026-07-30T12:09:36+07:00
domain_00583,A2,1,0.60,2026-07-30T12:09:36+07:00
apk_00002,A2,1,0.70,2026-07-30T12:09:36+07:00
social_account_01355,A2,0,0.40,2026-07-30T12:09:36+07:00
social_account_00583,A2,0,0.40,2026-07-30T12:09:36+07:00
social_account_00292,A2,1,0.80,2026-07-30T12:09:36+07:00
social_account_00909,A2,0,0.40,2026-07-30T12:09:36+07:00
ewallet_00405,A2,1,0.60,2026-07-30T12:09:36+07:00
domain_00527,A2,0,0.30,2026-07-30T12:09:36+07:00
domain_00313,A2,1,0.80,2026-07-30T12:09:36+07:00
apk_00042,A2,1,0.60,2026-07-30T12:09:36+07:00
social_account_01275,A2,1,0.80,2026-07-30T12:09:36+07:00
ewallet_00101,A2,0,0.70,2026-08-14T11:20:34Z
ewallet_00365,A2,1,0.90,2026-08-14T11:25:55Z
social_account_00083,A2,0,0.90,2026-08-14T12:33:14Z
domain_00007,A2,1,0.70,2026-08-14T12:33:20Z
bank_account_00013,A2,1,0.90,2026-08-14T11:33:18Z
domain_00416,A2,0,0.70,2026-08-14T11:33:42Z
social_account_00920,A2,0,0.70,2026-08-14T11:34:08Z
ewallet_00114,A2,0,0.70,2026-08-14T11:34:41Z
domain_00402,A2,0,0.70,2026-08-14T11:34:53Z
social_account_01129,A2,0,0.50,2026-08-14T11:35:03Z
social_account_00971,A2,0,0.50,2026-08-14T11:35:18Z
social_account_00192,A2,0,0.90,2026-08-14T11:35:23Z
social_account_00138,A2,0,0.90,2026-08-14T11:35:27Z
social_account_01149,A2,0,0.90,2026-08-14T11:35:36Z
domain_00016,A2,1,0.90,2026-08-14T11:36:21Z
social_account_00551,A2,0,0.70,2026-08-14T11:36:32Z
bank_account_00047,A2,1,0.90,2026-08-14T11:36:51Z
bank_account_00087,A2,0,0.70,2026-08-14T11:37:50Z
social_account_00308,A2,0,0.90,2026-08-14T11:37:57Z
phone_00133,A2,1,0.70,2026-08-14T11:38:36Z
ewallet_00157,A2,1,0.70,2026-08-14T11:39:31Z
social_account_00728,A2,0,0.70,2026-08-14T11:39:44Z
ewallet_00246,A2,1,0.70,2026-08-14T11:41:42Z
apk_00166,A2,0,0.90,2026-08-14T11:41:46Z
social_account_00779,A2,0,0.90,2026-08-14T11:41:53Z
apk_00154,A2,0,0.90,2026-08-14T11:41:57Z
social_account_00943,A2,1,0.70,2026-08-14T11:42:49Z
phone_00226,A2,0,0.90,2026-08-14T11:43:04Z
bank_account_00352,A2,0,0.90,2026-08-14T11:43:14Z
social_account_00054,A2,0,0.90,2026-08-14T11:43:20Z
social_account_00286,A2,1,0.70,2026-08-14T11:44:42Z
phone_00336,A2,0,0.70,2026-08-14T11:46:19Z
social_account_01210,A2,0,0.90,2026-08-14T11:46:26Z
domain_00054,A2,1,0.90,2026-08-14T11:46:43Z
social_account_00436,A2,0,0.70,2026-08-14T11:47:05Z
social_account_00102,A2,1,0.70,2026-08-14T11:47:27Z
social_account_00890,A2,0,0.70,2026-08-14T11:49:30Z
social_account_00504,A2,0,0.90,2026-08-14T11:49:34Z
domain_00652,A2,0,0.70,2026-08-14T11:49:56Z
social_account_00901,A2,0,0.90,2026-08-14T11:49:59Z
phone_00020,A2,1,0.90,2026-08-14T12:34:53Z
social_account_01461,A2,0,0.90,2026-08-14T11:50:48Z
social_account_00853,A2,0,0.90,2026-08-14T11:50:54Z
social_account_01265,A2,0,0.90,2026-08-14T11:50:57Z
domain_00452,A2,0,0.70,2026-08-14T11:51:02Z
social_account_00262,A2,0,0.70,2026-08-14T11:51:06Z
bank_account_00439,A2,1,0.90,2026-08-14T11:51:17Z
bank_account_00011,A2,1,0.90,2026-08-14T11:51:25Z
bank_account_00152,A2,0,0.90,2026-08-14T11:52:36Z
social_account_01384,A2,1,0.90,2026-08-14T11:53:19Z
social_account_01105,A2,0,0.70,2026-08-14T11:53:57Z
domain_00334,A2,0,0.90,2026-08-14T11:54:15Z
bank_account_00317,A2,1,0.90,2026-08-14T12:35:26Z
phone_00136,A2,0,0.70,2026-08-14T11:54:29Z
social_account_00607,A2,0,0.70,2026-08-14T11:54:34Z
social_account_00189,A2,0,0.70,2026-08-14T11:54:37Z
domain_00522,A2,0,0.70,2026-08-14T11:55:03Z
social_account_01197,A2,0,0.70,2026-08-14T11:55:18Z
bank_account_00059,A2,0,0.90,2026-08-14T11:55:24Z
phone_00070,A2,0,0.30,2026-08-14T11:55:41Z
bank_account_00200,A2,0,0.70,2026-08-14T11:56:51Z
social_account_01380,A2,0,0.90,2026-08-14T11:57:18Z
phone_00258,A2,0,0.70,2026-08-14T11:57:34Z
phone_00364,A2,0,0.70,2026-08-14T11:57:54Z
phone_00241,A2,0,0.70,2026-08-14T11:58:17Z
social_account_00827,A2,0,0.90,2026-08-14T11:58:30Z
bank_account_00039,A2,0,0.90,2026-08-14T11:58:42Z
ewallet_00356,A2,0,0.70,2026-08-14T11:59:00Z
domain_00042,A2,1,0.90,2026-08-14T11:59:12Z
ewallet_00018,A2,0,0.70,2026-08-14T11:59:18Z
bank_account_00030,A2,1,0.90,2026-08-14T11:59:57Z
ewallet_00256,A2,0,0.70,2026-08-14T12:00:15Z
ewallet_00441,A2,0,0.70,2026-08-14T12:01:38Z
domain_00565,A2,0,0.70,2026-08-14T12:02:08Z
bank_account_00422,A2,0,0.90,2026-08-14T12:02:19Z
bank_account_00178,A2,0,0.90,2026-08-14T12:02:24Z
phone_00430,A2,0,0.70,2026-08-14T12:02:32Z
domain_00036,A2,0,0.70,2026-08-14T12:02:42Z
domain_00323,A2,0,0.70,2026-08-14T12:02:48Z
bank_account_00018,A2,1,0.90,2026-08-14T12:02:55Z
bank_account_00449,A2,0,0.90,2026-08-14T12:03:09Z
ewallet_00013,A2,1,0.90,2026-08-14T12:03:15Z
social_account_01304,A2,0,0.90,2026-08-14T12:03:26Z
social_account_01459,A2,0,0.90,2026-08-14T12:03:33Z
ewallet_00370,A2,0,0.90,2026-08-14T12:03:43Z
domain_00247,A2,0,0.90,2026-08-14T12:04:17Z
domain_00663,A2,1,0.70,2026-08-14T12:05:22Z
ewallet_00038,A2,1,0.90,2026-08-14T12:35:40Z
domain_00013,A2,1,0.90,2026-08-14T12:09:35Z
apk_00066,A2,0,0.90,2026-08-14T12:09:46Z
domain_00025,A2,0,0.90,2026-08-14T12:09:54Z
bank_account_00136,A2,1,0.90,2026-08-14T12:10:09Z
bank_account_00394,A2,0,0.70,2026-08-14T12:12:50Z
phone_00198,A2,0,0.90,2026-08-14T12:12:53Z
social_account_01044,A2,0,0.90,2026-08-14T12:13:02Z
apk_00101,A2,1,0.70,2026-08-14T12:13:30Z
domain_00670,A2,0,0.90,2026-08-14T12:14:20Z
apk_00033,A2,0,0.90,2026-08-14T12:14:30Z
phone_00106,A2,0,0.90,2026-08-14T12:14:34Z
bank_account_00038,A2,0,0.90,2026-08-14T12:14:45Z
social_account_01110,A2,0,0.90,2026-08-14T12:15:53Z
social_account_00468,A2,0,0.90,2026-08-14T12:15:56Z
domain_00534,A2,0,0.90,2026-08-14T12:16:02Z
ewallet_00353,A2,1,0.90,2026-08-14T12:16:13Z
social_account_00906,A2,0,0.90,2026-08-14T12:16:18Z
domain_00576,A2,0,0.90,2026-08-14T12:16:24Z
social_account_00848,A2,0,0.90,2026-08-14T12:16:42Z
apk_00141,A2,0,0.90,2026-08-14T12:16:49Z
phone_00214,A2,0,0.90,2026-08-14T12:16:53Z
ewallet_00178,A2,1,0.90,2026-08-14T12:17:12Z
phone_00472,A2,0,0.90,2026-08-14T12:18:54Z
bank_account_00181,A2,0,0.90,2026-08-14T12:19:51Z
social_account_01081,A2,0,0.90,2026-08-14T12:19:56Z
bank_account_00350,A2,0,0.90,2026-08-14T12:20:02Z
social_account_00525,A2,0,0.90,2026-08-14T12:20:06Z
social_account_00012,A2,0,0.90,2026-08-14T12:20:23Z
bank_account_00120,A2,1,0.90,2026-08-14T12:20:39Z
social_account_00279,A2,0,0.90,2026-08-14T12:21:32Z
social_account_00448,A2,0,0.90,2026-08-14T12:21:36Z
social_account_00547,A2,0,0.90,2026-08-14T12:21:41Z
domain_00263,A2,0,0.90,2026-08-14T12:21:46Z
social_account_00780,A2,0,0.90,2026-08-14T12:21:58Z
social_account_00713,A2,0,0.90,2026-08-14T12:22:03Z
ewallet_00116,A2,0,0.90,2026-08-14T12:22:14Z
bank_account_00305,A2,1,0.90,2026-08-14T12:23:49Z
social_account_00569,A2,0,0.90,2026-08-14T12:24:09Z
social_account_01358,A2,0,0.90,2026-08-14T12:24:23Z
ewallet_00281,A2,1,0.90,2026-08-14T12:27:33Z
social_account_00985,A2,0,0.90,2026-08-14T12:27:40Z
social_account_01076,A2,0,0.90,2026-08-14T12:27:44Z
ewallet_00061,A2,1,0.90,2026-08-14T12:27:49Z
phone_00144,A2,0,0.90,2026-08-14T12:27:52Z
ewallet_00217,A2,0,0.90,2026-08-14T12:28:05Z
social_account_00416,A2,0,0.90,2026-08-14T12:28:09Z
phone_00274,A2,0,0.90,2026-08-14T12:28:11Z
domain_00215,A2,0,0.90,2026-08-14T12:28:15Z
phone_00187,A2,0,0.90,2026-08-14T12:28:17Z
social_account_00503,A2,0,0.90,2026-08-14T12:28:20Z
social_account_01410,A2,0,0.90,2026-08-14T12:28:27Z
domain_00355,A2,0,0.90,2026-08-14T12:28:31Z
apk_00015,A2,0,0.90,2026-08-14T12:29:40Z
social_account_01339,A2,0,0.90,2026-08-14T12:29:43Z
social_account_00343,A2,0,0.90,2026-08-14T12:29:45Z
social_account_00069,A2,0,0.90,2026-08-14T12:29:50Z
social_account_00656,A2,0,0.90,2026-08-14T12:29:56Z
ewallet_00090,A2,1,0.90,2026-08-14T12:30:01Z
domain_00336,A2,0,0.90,2026-08-14T12:30:06Z
domain_00027,A2,0,0.90,2026-08-14T12:30:10Z
apk_00099,A2,0,0.90,2026-08-14T12:30:19Z
social_account_01191,A2,0,0.90,2026-08-14T12:30:29Z
social_account_01090,A3,1,0.97,2026-07-29T19:51:51+07:00
bank_account_00133,A3,0,0.80,2026-07-29T19:51:51+07:00
social_account_00305,A3,1,0.23,2026-07-29T19:51:51+07:00
social_account_00949,A3,0,0.74,2026-07-29T19:51:51+07:00
bank_account_00372,A3,1,0.66,2026-07-29T19:51:51+07:00
social_account_01406,A3,1,0.78,2026-07-29T19:51:51+07:00
social_account_00229,A3,1,0.59,2026-07-29T19:51:51+07:00
social_account_01353,A3,1,0.47,2026-07-29T19:51:51+07:00
domain_00038,A3,1,0.75,2026-07-29T19:51:51+07:00
social_account_00783,A3,1,0.60,2026-07-29T19:51:51+07:00
bank_account_00392,A3,1,0.85,2026-07-29T19:51:51+07:00
social_account_00651,A3,1,0.72,2026-07-29T19:51:51+07:00
apk_00062,A3,1,0.87,2026-07-29T19:51:51+07:00
bank_account_00215,A3,1,0.98,2026-07-29T19:51:51+07:00
social_account_00430,A3,1,0.61,2026-07-29T19:51:51+07:00
social_account_00933,A3,1,0.73,2026-07-29T19:51:51+07:00
social_account_00070,A3,1,0.96,2026-07-29T19:51:51+07:00
domain_00659,A3,1,0.88,2026-07-29T19:51:51+07:00
bank_account_00294,A3,1,0.96,2026-07-29T19:51:51+07:00
social_account_00786,A3,1,0.89,2026-07-29T19:51:51+07:00
phone_00402,A3,1,0.68,2026-07-29T19:51:51+07:00
phone_00267,A3,0,0.47,2026-07-29T19:51:51+07:00
social_account_00004,A3,1,0.20,2026-07-29T19:51:51+07:00
bank_account_00107,A3,1,0.98,2026-07-29T19:51:51+07:00
ewallet_00192,A3,1,0.94,2026-07-29T19:51:51+07:00
social_account_00148,A3,0,0.10,2026-07-29T19:51:51+07:00
apk_00107,A3,1,0.50,2026-07-29T19:51:51+07:00
social_account_01013,A3,1,0.96,2026-07-29T19:51:51+07:00
ewallet_00446,A3,1,0.48,2026-07-29T19:51:51+07:00
social_account_00232,A3,0,0.70,2026-07-29T19:51:51+07:00
bank_account_00117,A3,0,0.24,2026-07-29T19:51:51+07:00
domain_00290,A3,1,0.60,2026-07-29T19:51:51+07:00
bank_account_00287,A3,1,0.65,2026-07-29T19:51:51+07:00
phone_00461,A3,1,1.00,2026-07-29T19:51:51+07:00
domain_00370,A3,1,1.00,2026-07-29T19:51:51+07:00
bank_account_00275,A3,1,0.61,2026-07-29T19:51:51+07:00
domain_00082,A3,1,0.55,2026-07-29T19:51:51+07:00
ewallet_00405,A3,1,0.59,2026-07-29T19:51:51+07:00
domain_00044,A3,1,0.70,2026-07-29T19:51:51+07:00
social_account_00265,A3,1,0.69,2026-07-29T19:51:51+07:00
social_account_00292,A3,1,0.53,2026-07-29T19:51:51+07:00
social_account_01246,A3,0,0.59,2026-07-29T19:51:51+07:00
social_account_01270,A3,1,0.40,2026-07-29T19:51:51+07:00
social_account_00767,A3,1,0.55,2026-07-29T19:51:51+07:00
social_account_00273,A3,1,0.63,2026-07-29T19:51:51+07:00
apk_00024,A3,0,0.30,2026-07-29T19:51:51+07:00
domain_00436,A3,1,0.65,2026-07-29T19:51:51+07:00
ewallet_00434,A3,1,0.87,2026-07-29T19:51:51+07:00
apk_00059,A3,1,0.76,2026-07-29T19:51:51+07:00
social_account_01448,A3,1,0.62,2026-07-29T19:51:51+07:00
phone_00098,A3,0,0.30,2026-07-29T19:51:51+07:00
phone_00431,A3,1,0.66,2026-07-29T19:51:51+07:00
social_account_00380,A3,0,0.49,2026-07-29T19:51:51+07:00
ewallet_00008,A3,1,0.79,2026-07-29T19:51:51+07:00
social_account_00909,A3,0,0.47,2026-07-29T19:51:51+07:00
apk_00114,A3,1,0.97,2026-07-29T19:51:51+07:00
social_account_00764,A3,0,0.33,2026-07-29T19:51:51+07:00
social_account_00404,A3,1,0.63,2026-07-29T19:51:51+07:00
social_account_01059,A3,1,0.78,2026-07-29T19:51:51+07:00
social_account_00791,A3,1,0.54,2026-07-29T19:51:51+07:00
social_account_01415,A3,0,0.75,2026-07-29T19:51:51+07:00
domain_00423,A3,1,0.56,2026-07-29T19:51:51+07:00
social_account_01293,A3,1,0.70,2026-07-29T19:51:51+07:00
domain_00583,A3,0,0.25,2026-07-29T19:51:51+07:00
social_account_00200,A3,0,0.79,2026-07-29T19:51:51+07:00
domain_00330,A3,0,0.43,2026-07-29T19:51:51+07:00
social_account_00212,A3,0,0.56,2026-07-29T19:51:51+07:00
domain_00313,A3,1,0.68,2026-07-29T19:51:51+07:00
domain_00299,A3,0,0.55,2026-07-29T19:51:51+07:00
social_account_00084,A3,1,0.35,2026-07-29T19:51:51+07:00
social_account_00369,A3,0,0.41,2026-07-29T19:51:51+07:00
domain_00512,A3,1,0.51,2026-07-29T19:51:51+07:00
bank_account_00090,A3,1,0.78,2026-07-29T19:51:51+07:00
social_account_01169,A3,0,0.65,2026-07-29T19:51:51+07:00
social_account_01262,A3,0,0.53,2026-07-29T19:51:51+07:00
social_account_01111,A3,0,0.57,2026-07-29T19:51:51+07:00
bank_account_00395,A3,1,0.84,2026-07-29T19:51:51+07:00
social_account_00724,A3,1,0.37,2026-07-29T19:51:51+07:00
apk_00042,A3,1,0.58,2026-07-29T19:51:51+07:00
social_account_01407,A3,0,0.66,2026-07-29T19:51:51+07:00
domain_00689,A3,1,0.86,2026-07-29T19:51:51+07:00
apk_00167,A3,1,0.73,2026-07-29T19:51:51+07:00
social_account_00141,A3,0,0.40,2026-07-29T19:51:51+07:00
social_account_00075,A3,1,0.69,2026-07-29T19:51:51+07:00
ewallet_00037,A3,1,1.00,2026-07-29T19:51:51+07:00
phone_00264,A3,1,0.59,2026-07-29T19:51:51+07:00
social_account_01283,A3,1,0.65,2026-07-29T19:51:51+07:00
social_account_01269,A3,0,0.39,2026-07-29T19:51:51+07:00
social_account_01275,A3,0,0.47,2026-07-29T19:51:51+07:00
domain_00394,A3,1,0.68,2026-07-29T19:51:51+07:00
social_account_00055,A3,1,0.70,2026-07-29T19:51:51+07:00
domain_00692,A3,0,0.43,2026-07-29T19:51:51+07:00
bank_account_00188,A3,1,0.50,2026-07-29T19:51:51+07:00
social_account_00583,A3,1,0.79,2026-07-29T19:51:51+07:00
social_account_00921,A3,0,0.62,2026-07-29T19:51:51+07:00
social_account_00246,A3,1,0.66,2026-07-29T19:51:51+07:00
social_account_00936,A3,1,0.68,2026-07-29T19:51:51+07:00
social_account_00937,A3,1,0.22,2026-07-29T19:51:51+07:00
domain_00430,A3,1,0.75,2026-07-29T19:51:51+07:00
social_account_00251,A3,1,0.65,2026-07-29T19:51:51+07:00
domain_00527,A3,1,0.31,2026-07-29T19:51:51+07:00
ewallet_00164,A3,1,0.73,2026-07-29T19:51:51+07:00
ewallet_00168,A3,1,0.75,2026-07-29T19:51:51+07:00
social_account_01148,A3,1,0.60,2026-07-29T19:51:51+07:00
phone_00162,A3,1,0.67,2026-07-29T19:51:51+07:00
bank_account_00161,A3,1,0.85,2026-07-29T19:51:51+07:00
phone_00340,A3,1,0.69,2026-07-29T19:51:51+07:00
social_account_01414,A3,0,0.15,2026-07-29T19:51:51+07:00
social_account_00453,A3,1,0.28,2026-07-29T19:51:51+07:00
bank_account_00418,A3,1,0.58,2026-07-29T19:51:51+07:00
social_account_01011,A3,1,0.36,2026-07-29T19:51:51+07:00
ewallet_00247,A3,1,0.71,2026-07-29T19:51:51+07:00
phone_00478,A3,1,0.95,2026-07-29T19:51:51+07:00
phone_00363,A3,1,0.65,2026-07-29T19:51:51+07:00
social_account_01355,A3,1,0.70,2026-07-29T19:51:51+07:00
apk_00009,A3,1,0.86,2026-07-29T19:51:51+07:00
bank_account_00024,A3,1,1.00,2026-07-29T19:51:51+07:00
phone_00305,A3,1,0.74,2026-07-29T19:51:51+07:00
social_account_00917,A3,0,0.19,2026-07-29T19:51:51+07:00
bank_account_00239,A3,1,0.88,2026-07-29T19:51:51+07:00
phone_00071,A3,1,0.40,2026-07-29T19:51:51+07:00
phone_00115,A3,0,0.35,2026-07-29T19:51:51+07:00
social_account_01346,A3,1,0.57,2026-07-29T19:51:51+07:00
social_account_00307,A3,1,0.70,2026-07-29T19:51:51+07:00
ewallet_00019,A3,1,0.94,2026-07-29T19:51:51+07:00
apk_00137,A3,1,0.81,2026-07-29T19:51:51+07:00
ewallet_00412,A3,1,0.90,2026-07-29T19:51:51+07:00
domain_00302,A3,1,0.73,2026-07-29T19:51:51+07:00
social_account_00184,A3,1,0.58,2026-07-29T19:51:51+07:00
social_account_00281,A3,1,0.41,2026-07-29T19:51:51+07:00
social_account_00630,A3,1,0.27,2026-07-29T19:51:51+07:00
apk_00002,A3,1,0.85,2026-07-29T19:51:51+07:00
social_account_00699,A3,1,0.47,2026-07-29T19:51:51+07:00
ewallet_00322,A3,1,0.68,2026-07-29T19:51:51+07:00
social_account_01376,A3,0,0.36,2026-07-29T19:51:51+07:00
bank_account_00022,A3,1,1.00,2026-07-29T19:51:51+07:00
ewallet_00364,A3,1,0.77,2026-07-29T19:51:51+07:00
social_account_00738,A3,0,1.00,2026-07-29T19:51:51+07:00
social_account_00496,A3,1,0.39,2026-07-29T19:51:51+07:00
social_account_01003,A3,0,0.75,2026-07-29T19:51:51+07:00
social_account_00322,A3,1,0.12,2026-07-29T19:51:51+07:00
social_account_00850,A3,1,0.45,2026-07-29T19:51:51+07:00
ewallet_00229,A3,1,1.00,2026-07-29T19:51:51+07:00
domain_00033,A3,1,0.98,2026-07-29T19:51:51+07:00
social_account_01109,A3,0,0.40,2026-07-29T19:51:51+07:00
domain_00389,A3,1,0.90,2026-07-29T19:51:51+07:00
social_account_01073,A3,0,0.67,2026-07-29T19:51:51+07:00
social_account_01056,A3,1,0.15,2026-07-29T19:51:51+07:00
domain_00655,A3,1,0.83,2026-07-29T19:51:51+07:00
bank_account_00021,A3,1,1.00,2026-07-29T19:51:51+07:00
social_account_00971,A3,0,0.70,2026-08-14T10:29:42Z
bank_account_00087,A3,0,0.70,2026-08-14T10:44:51Z
social_account_00083,A3,0,0.70,2026-08-14T10:45:14Z
social_account_00848,A3,0,0.70,2026-08-14T10:46:33Z
bank_account_00317,A3,0,0.70,2026-08-14T10:47:05Z
social_account_01380,A3,0,0.70,2026-08-14T10:48:44Z
phone_00274,A3,0,0.70,2026-08-14T10:50:23Z
social_account_01304,A3,0,0.70,2026-08-14T10:51:15Z
bank_account_00439,A3,1,0.70,2026-08-14T10:52:55Z
social_account_00547,A3,1,0.50,2026-08-14T10:54:39Z
bank_account_00350,A3,0,0.50,2026-08-14T10:56:18Z
social_account_00436,A3,0,0.50,2026-08-14T10:57:18Z
apk_00141,A3,0,0.50,2026-08-14T10:58:59Z
bank_account_00152,A3,1,0.70,2026-08-14T11:00:29Z
social_account_00279,A3,0,0.50,2026-08-14T11:01:27Z
social_account_00779,A3,0,0.50,2026-08-14T11:02:12Z
phone_00136,A3,0,0.50,2026-08-14T11:02:48Z
domain_00416,A3,1,0.30,2026-08-14T11:06:01Z
bank_account_00305,A3,1,0.50,2026-08-14T11:06:57Z
social_account_00551,A3,0,0.70,2026-08-14T11:08:35Z
ewallet_00370,A3,0,0.70,2026-08-14T11:09:12Z
ewallet_00281,A3,1,0.50,2026-08-14T11:10:23Z
phone_00106,A3,0,0.90,2026-08-14T11:11:08Z
bank_account_00047,A3,1,0.70,2026-08-14T11:12:04Z
domain_00670,A3,0,0.50,2026-08-14T11:13:29Z
phone_00214,A3,0,0.50,2026-08-14T11:14:14Z
apk_00154,A3,0,0.70,2026-08-14T11:23:36Z
social_account_00901,A3,0,0.70,2026-08-14T11:23:43Z
ewallet_00116,A3,0,0.50,2026-08-14T11:26:05Z
phone_00336,A3,0,0.50,2026-08-14T11:27:12Z
bank_account_00059,A3,0,0.50,2026-08-14T11:28:37Z
domain_00013,A3,1,0.50,2026-08-14T11:32:54Z
bank_account_00200,A3,0,0.50,2026-08-14T11:39:34Z
phone_00020,A3,0,0.50,2026-08-14T11:41:25Z
domain_00042,A3,0,0.50,2026-08-14T11:41:28Z
bank_account_00181,A3,0,0.70,2026-08-14T11:42:48Z
domain_00007,A3,1,0.70,2026-08-14T11:43:19Z
ewallet_00090,A3,0,0.50,2026-08-14T11:43:48Z
bank_account_00449,A3,1,0.50,2026-08-14T11:44:27Z
phone_00472,A3,0,0.70,2026-08-14T11:46:34Z
social_account_00069,A3,1,0.50,2026-08-14T11:47:20Z
social_account_01105,A3,0,0.50,2026-08-14T11:48:06Z
social_account_01149,A3,0,0.70,2026-08-14T11:49:48Z
social_account_00525,A3,0,0.70,2026-08-14T11:49:54Z
social_account_00012,A3,0,0.50,2026-08-14T11:50:20Z
apk_00066,A3,0,0.70,2026-08-14T11:50:28Z
domain_00323,A3,0,0.70,2026-08-14T11:50:43Z
ewallet_00114,A3,0,0.50,2026-08-14T11:51:11Z
apk_00101,A3,1,0.70,2026-08-14T11:51:26Z
social_account_01461,A3,0,0.70,2026-08-14T11:51:45Z
ewallet_00178,A3,1,0.50,2026-08-14T11:54:12Z
ewallet_00441,A3,0,0.50,2026-08-14T11:54:38Z
social_account_00192,A3,0,0.70,2026-08-14T11:55:40Z
domain_00534,A3,0,0.70,2026-08-14T11:55:47Z
social_account_00656,A3,0,0.70,2026-08-14T11:56:40Z
apk_00166,A3,0,0.70,2026-08-14T11:56:46Z
social_account_00504,A3,0,0.70,2026-08-14T11:56:50Z
social_account_00262,A3,0,0.70,2026-08-14T11:56:56Z
social_account_00920,A3,0,0.70,2026-08-14T11:57:02Z
social_account_00569,A3,0,0.70,2026-08-14T11:57:05Z
social_account_01459,A3,0,0.70,2026-08-14T11:57:08Z
domain_00247,A3,0,0.50,2026-08-14T11:57:46Z
social_account_01210,A3,0,0.70,2026-08-14T11:57:52Z
domain_00355,A3,0,0.70,2026-08-14T11:58:04Z
phone_00241,A3,0,0.50,2026-08-14T11:59:18Z
domain_00036,A3,1,0.70,2026-08-14T12:00:08Z
phone_00258,A3,1,0.70,2026-08-14T12:00:30Z
domain_00027,A3,0,0.30,2026-08-14T12:00:49Z
domain_00016,A3,1,0.70,2026-08-14T12:01:14Z
phone_00187,A3,0,0.50,2026-08-14T12:01:43Z
social_account_00189,A3,0,0.70,2026-08-14T12:01:47Z
domain_00334,A3,0,0.50,2026-08-14T12:02:10Z
bank_account_00039,A3,0,0.70,2026-08-14T12:02:31Z
social_account_01081,A3,0,0.70,2026-08-14T12:03:24Z
social_account_01110,A3,0,0.70,2026-08-14T12:03:32Z
social_account_01044,A3,0,0.70,2026-08-14T12:03:49Z
bank_account_00352,A3,1,0.50,2026-08-14T12:04:16Z
social_account_00468,A3,0,0.70,2026-08-14T12:04:33Z
apk_00099,A3,1,0.50,2026-08-14T16:02:26Z
social_account_01384,A3,0,0.50,2026-08-14T16:03:01Z
domain_00452,A3,0,0.50,2026-08-14T16:05:59Z
bank_account_00013,A3,1,0.90,2026-08-14T16:06:12Z
phone_00198,A3,1,0.50,2026-08-14T16:11:46Z
phone_00144,A3,0,0.50,2026-08-14T16:15:19Z
domain_00576,A3,0,0.50,2026-08-14T16:15:41Z
ewallet_00256,A3,1,0.50,2026-08-14T16:16:48Z
social_account_01197,A3,0,0.50,2026-08-14T16:17:15Z
social_account_01129,A3,0,0.50,2026-08-14T16:17:23Z
social_account_01191,A3,0,0.50,2026-08-14T16:17:32Z
domain_00215,A3,0,0.70,2026-08-14T16:17:56Z
phone_00133,A3,0,0.50,2026-08-14T16:18:15Z
domain_00522,A3,0,0.50,2026-08-14T16:19:27Z
bank_account_00136,A3,1,0.70,2026-08-14T16:20:03Z
social_account_00343,A3,0,0.70,2026-08-14T16:20:10Z
social_account_00728,A3,0,0.70,2026-08-14T16:20:35Z
phone_00364,A3,0,0.50,2026-08-14T16:22:28Z
social_account_00780,A3,0,0.70,2026-08-14T16:22:34Z
social_account_00827,A3,0,0.50,2026-08-14T16:22:44Z
domain_00263,A3,1,0.50,2026-08-14T16:23:19Z
phone_00430,A3,1,0.50,2026-08-14T16:25:11Z
domain_00336,A3,0,0.70,2026-08-14T16:25:35Z
domain_00652,A3,1,0.50,2026-08-14T16:29:30Z
domain_00663,A3,1,0.70,2026-08-14T16:54:35Z
social_account_01076,A3,0,0.70,2026-08-14T16:56:12Z
ewallet_00246,A3,1,0.90,2026-08-14T16:56:34Z
bank_account_00120,A3,1,0.50,2026-08-14T16:56:59Z
ewallet_00356,A3,1,0.70,2026-08-14T16:57:28Z
social_account_01410,A3,0,0.50,2026-08-14T16:57:40Z
social_account_00286,A3,0,0.50,2026-08-14T16:57:49Z
bank_account_00394,A3,0,0.50,2026-08-14T16:58:51Z
social_account_00890,A3,0,0.70,2026-08-14T16:59:05Z
ewallet_00018,A3,1,0.70,2026-08-14T16:59:19Z
phone_00070,A3,0,0.50,2026-08-14T17:00:23Z
ewallet_00365,A3,0,0.70,2026-08-14T17:00:52Z
social_account_01339,A3,0,0.70,2026-08-14T17:01:01Z
apk_00033,A3,0,0.50,2026-08-14T17:01:45Z
bank_account_00038,A3,0,0.70,2026-08-14T17:02:23Z
ewallet_00353,A3,1,0.70,2026-08-14T17:02:37Z
social_account_00713,A3,0,0.50,2026-08-14T17:03:00Z
bank_account_00178,A3,0,0.70,2026-08-14T17:03:25Z
ewallet_00157,A3,0,0.50,2026-08-14T17:05:29Z
ewallet_00217,A3,0,0.70,2026-08-14T17:05:46Z
social_account_01265,A3,0,0.70,2026-08-14T17:05:56Z
